SalesID,Date,CustomerName,CustomerPhone,CustomerEmail,VehicleMake,VehicleModel,VehicleYear,VehicleColor,VehicleType,VehicleMileage,VehicleEngine,VehicleTransmission,SalePrice,SaleType,SalespersonID,DealershipLocation,FinancingApproved,DownPayment,LoanTerm
2504,2023-05-12,Customer 2504,555-339-2287,customer2504@email.com,Honda,Accord,2024,Gray,Sedan,29575,3.5L V6,Manual,21839,Used,105,Dallas,False,0,0
2505,2023-06-22,Customer 2505,555-618-4123,customer2505@email.com,Audi,A6,2023,White,Truck,31910,5.0L V8,Automatic,25056,New,111,San Diego,False,0,0
2506,2023-02-15,Customer 2506,555-179-3462,customer2506@email.com,Ford,F-150,2024,Black,SUV,51666,2.0L I4,CVT,42746,Used,104,Dallas,True,7189,0
2507,2023-08-28,Customer 2507,555-964-9671,customer2507@email.com,BMW,X5,2021,Green,Coupe,39856,5.0L V8,Automatic,56181,New,119,Phoenix,True,10020,36
2508,2023-05-04,Customer 2508,555-867-7347,customer2508@email.com,Mercedes,E-Class,2019,Blue,SUV,53355,3.6L V6,Automatic,42048,Used,117,San Antonio,False,0,0
2509,2023-10-06,Customer 2509,555-915-5315,customer2509@email.com,Honda,Civic,2022,Green,SUV,56922,3.5L V6,Manual,20169,New,117,Chicago,True,4286,0
2510,2024-01-14,Customer 2510,555-512-9609,customer2510@email.com,Chevrolet,Traverse,2024,Green,Truck,17189,3.5L V6,Automatic,43146,Used,106,Houston,True,9769,36
2511,2023-12-08,Customer 2511,555-428-8435,customer2511@email.com,Hyundai,Sonata,2022,Black,SUV,59794,3.5L V6,Automatic,55341,New,106,San Antonio,True,31,60
2512,2023-09-23,Customer 2512,555-481-2736,customer2512@email.com,Toyota,Camry,2024,Silver,Truck,15053,3.5L V6,CVT,16044,Used,106,Phoenix,False,0,0
2513,2023-10-31,Customer 2513,555-214-6307,customer2513@email.com,BMW,3 Series,2021,Gray,Sedan,9982,3.5L V6,Manual,27176,New,111,Los Angeles,False,0,0
2514,2023-02-16,Customer 2514,555-742-6217,customer2514@email.com,Honda,CR-V,2021,Green,Truck,36733,3.6L V6,CVT,20563,Used,106,San Jose,True,644,0
2515,2023-05-01,Customer 2515,555-399-7514,customer2515@email.com,Honda,CR-V,2021,Green,SUV,5186,3.6L V6,Manual,43033,New,120,Dallas,True,2294,36
2516,2023-05-10,Customer 2516,555-548-3742,customer2516@email.com,Chevrolet,Equinox,2019,Green,Truck,44683,3.6L V6,Automatic,39643,New,113,Dallas,False,0,0
2517,2023-09-08,Customer 2517,555-581-8226,customer2517@email.com,Jeep,Cherokee,2021,Red,Truck,40248,2.5L I4,Manual,24337,Used,101,San Antonio,True,5135,0
2518,2023-09-06,Customer 2518,555-108-6535,customer2518@email.com,Mercedes,E-Class,2024,White,Truck,17590,2.0L I4,CVT,29757,New,120,New York,True,2965,48
2519,2023-05-10,Customer 2519,555-603-1206,customer2519@email.com,Chevrolet,Equinox,2019,White,Sedan,57256,3.5L V6,CVT,18346,New,110,Houston,False,0,0
2520,2023-10-02,Customer 2520,555-951-1740,customer2520@email.com,Audi,A6,2019,Green,Sedan,58196,2.5L I4,Automatic,24311,Used,116,Chicago,True,2434,72
2521,2023-02-14,Customer 2521,555-271-3127,customer2521@email.com,Mercedes,S-Class,2018,Gray,Coupe,52949,5.0L V8,Manual,21671,New,112,Chicago,True,1302,0
2522,2024-01-06,Customer 2522,555-661-5166,customer2522@email.com,Hyundai,Elantra,2022,Green,SUV,55306,3.5L V6,CVT,18945,Used,105,San Antonio,False,0,0
2523,2023-01-28,Customer 2523,555-853-9731,customer2523@email.com,Audi,A4,2024,Silver,Truck,37982,3.5L V6,CVT,26685,Used,106,Los Angeles,True,2062,48
2524,2023-11-12,Customer 2524,555-578-1494,customer2524@email.com,Honda,CR-V,2019,White,Sedan,38173,2.0L I4,CVT,24238,New,112,San Diego,False,0,0
2525,2023-02-27,Customer 2525,555-139-3211,customer2525@email.com,BMW,X5,2023,Gray,SUV,36277,2.5L I4,Automatic,15886,Used,111,Philadelphia,False,0,0
2526,2024-01-07,Customer 2526,555-857-5745,customer2526@email.com,Toyota,Tacoma,2024,Black,Truck,16246,5.0L V8,Manual,48884,New,103,Dallas,True,7421,0
2527,2023-04-29,Customer 2527,555-360-8134,customer2527@email.com,Mercedes,C-Class,2024,Black,SUV,23701,2.0L I4,CVT,32569,Used,101,Chicago,True,1688,60
2528,2023-04-13,Customer 2528,555-836-1455,customer2528@email.com,Ford,Mustang,2023,Silver,Truck,5927,3.5L V6,Automatic,58378,New,116,San Jose,False,0,0
2529,2023-10-28,Customer 2529,555-686-5396,customer2529@email.com,Mercedes,E-Class,2021,Blue,Sedan,6829,3.6L V6,Manual,41102,Used,106,Philadelphia,False,0,0
2530,2024-01-04,Customer 2530,555-745-9208,customer2530@email.com,Jeep,Cherokee,2022,White,Truck,48019,2.5L I4,Manual,42947,New,120,Chicago,True,439,60
2531,2023-08-23,Customer 2531,555-126-9217,customer2531@email.com,Toyota,Tacoma,2024,White,Truck,24007,3.5L V6,Manual,43617,New,112,Houston,True,823,72
2532,2023-06-18,Customer 2532,555-370-5809,customer2532@email.com,Audi,Q5,2021,Red,SUV,31603,3.5L V6,CVT,45766,Used,102,Philadelphia,False,0,0
2533,2023-01-02,Customer 2533,555-778-5071,customer2533@email.com,Toyota,Camry,2018,Green,Coupe,50274,2.5L I4,CVT,37834,New,102,Houston,False,0,0
2534,2023-10-15,Customer 2534,555-948-5932,customer2534@email.com,Audi,A6,2024,White,Truck,22862,5.0L V8,Automatic,55102,Used,116,New York,True,11536,60
2535,2024-01-12,Customer 2535,555-916-1977,customer2535@email.com,Jeep,Wrangler,2022,Black,Truck,27569,2.5L I4,Manual,27063,New,107,San Diego,True,5548,72
2536,2023-11-11,Customer 2536,555-992-6412,customer2536@email.com,Honda,Accord,2024,White,Truck,53364,3.6L V6,Automatic,35210,Used,115,Houston,True,6175,60
2537,2023-05-06,Customer 2537,555-566-4420,customer2537@email.com,BMW,3 Series,2019,Green,Coupe,58728,2.5L I4,Manual,42359,Used,114,San Jose,False,0,0
2538,2023-03-13,Customer 2538,555-582-5485,customer2538@email.com,Toyota,Tacoma,2022,Silver,SUV,16902,3.6L V6,Automatic,58558,New,113,San Jose,True,13346,0
2539,2023-06-01,Customer 2539,555-231-6374,customer2539@email.com,BMW,X5,2018,Green,Truck,37053,3.5L V6,CVT,17592,Used,103,Houston,True,1790,60
2540,2023-12-20,Customer 2540,555-512-5150,customer2540@email.com,Audi,A4,2023,Black,Sedan,42181,2.0L I4,Automatic,21466,Used,106,New York,True,1606,36
2541,2023-07-31,Customer 2541,555-131-2124,customer2541@email.com,Toyota,RAV4,2024,Gray,SUV,31882,5.0L V8,Manual,36826,New,110,Los Angeles,False,0,0
2542,2023-02-23,Customer 2542,555-474-1228,customer2542@email.com,Honda,Civic,2022,Green,SUV,37273,2.5L I4,CVT,55789,Used,119,San Diego,False,0,0
2543,2023-12-04,Customer 2543,555-808-4836,customer2543@email.com,Chevrolet,Equinox,2023,Red,Sedan,13063,3.6L V6,Manual,25900,New,112,Los Angeles,True,3519,48
2544,2023-02-11,Customer 2544,555-247-7341,customer2544@email.com,Hyundai,Tucson,2021,White,Coupe,21980,2.5L I4,Manual,46481,Used,109,San Antonio,True,1184,48
2545,2023-03-24,Customer 2545,555-509-7067,customer2545@email.com,Ford,F-150,2020,Silver,Sedan,50598,3.5L V6,CVT,33384,New,117,Philadelphia,True,4979,60
2546,2024-01-26,Customer 2546,555-245-1109,customer2546@email.com,BMW,5 Series,2023,Silver,Truck,5127,2.0L I4,CVT,22883,Used,109,New York,False,0,0
2547,2024-01-26,Customer 2547,555-244-4044,customer2547@email.com,Honda,CR-V,2018,Gray,SUV,50058,2.5L I4,Manual,51097,New,111,Dallas,False,0,0
2548,2023-02-05,Customer 2548,555-774-7826,customer2548@email.com,Audi,Q5,2018,Blue,Coupe,50256,2.0L I4,Manual,27633,New,107,Houston,False,0,0
2549,2023-04-09,Customer 2549,555-682-5635,customer2549@email.com,Hyundai,Elantra,2020,White,Sedan,46671,2.5L I4,Manual,49987,New,113,Houston,False,0,0
2550,2023-02-24,Customer 2550,555-376-5133,customer2550@email.com,Nissan,Rogue,2024,Silver,Coupe,44544,3.6L V6,CVT,40009,Used,110,Dallas,False,0,0
2551,2023-03-14,Customer 2551,555-630-4899,customer2551@email.com,Honda,Civic,2024,Silver,SUV,25106,2.0L I4,Automatic,49765,Used,111,Dallas,False,0,0
2552,2023-04-07,Customer 2552,555-194-1182,customer2552@email.com,Nissan,Titan,2022,Black,Truck,32616,5.0L V8,Automatic,24290,Used,115,San Jose,True,4409,36
2553,2023-07-21,Customer 2553,555-238-9718,customer2553@email.com,Honda,Civic,2022,Blue,Coupe,20859,2.5L I4,CVT,53905,New,113,San Jose,False,0,0
2554,2023-07-07,Customer 2554,555-251-4519,customer2554@email.com,Toyota,RAV4,2023,Red,SUV,27643,2.0L I4,CVT,56886,Used,112,Chicago,True,9802,60
2555,2023-10-23,Customer 2555,555-817-9979,customer2555@email.com,Nissan,Altima,2021,Green,Truck,26037,3.5L V6,Manual,27583,Used,104,Chicago,False,0,0
2556,2024-01-19,Customer 2556,555-834-1530,customer2556@email.com,Hyundai,Tucson,2018,Silver,Sedan,27281,2.5L I4,Manual,32997,Used,120,San Antonio,True,2095,60
2557,2023-11-30,Customer 2557,555-154-9408,customer2557@email.com,Ford,F-150,2020,Blue,SUV,29003,3.6L V6,Automatic,59348,New,116,Philadelphia,False,0,0
2558,2023-03-11,Customer 2558,555-878-3351,customer2558@email.com,Hyundai,Tucson,2020,Gray,SUV,26682,2.0L I4,Automatic,32046,New,107,Dallas,True,3187,36
2559,2023-07-06,Customer 2559,555-181-5382,customer2559@email.com,BMW,3 Series,2022,Blue,Coupe,6936,3.6L V6,Automatic,50218,Used,106,San Antonio,False,0,0
2560,2023-05-03,Customer 2560,555-276-5004,customer2560@email.com,Jeep,Grand Cherokee,2018,Silver,SUV,50150,2.0L I4,CVT,31326,New,108,Phoenix,False,0,0
2561,2023-05-01,Customer 2561,555-455-9431,customer2561@email.com,Toyota,Camry,2023,Gray,Coupe,56197,2.5L I4,Automatic,22191,Used,105,Houston,True,3039,36
2562,2023-08-14,Customer 2562,555-196-5583,customer2562@email.com,Mercedes,C-Class,2024,Red,SUV,30227,5.0L V8,Automatic,31755,New,102,Houston,True,7485,0
2563,2023-06-18,Customer 2563,555-383-4116,customer2563@email.com,Audi,A6,2020,Silver,Sedan,43837,2.0L I4,Automatic,20016,Used,112,Chicago,False,0,0
2564,2023-02-21,Customer 2564,555-827-9140,customer2564@email.com,BMW,X5,2020,Red,Sedan,39694,3.6L V6,Manual,53786,Used,115,Los Angeles,False,0,0
2565,2023-07-16,Customer 2565,555-243-3838,customer2565@email.com,Hyundai,Sonata,2024,White,Sedan,37912,2.0L I4,Manual,39512,New,107,Los Angeles,False,0,0
2566,2023-10-20,Customer 2566,555-495-8946,customer2566@email.com,Hyundai,Tucson,2019,Blue,Coupe,40020,2.5L I4,Manual,16820,New,115,Phoenix,False,0,0
2567,2023-12-19,Customer 2567,555-773-6698,customer2567@email.com,Honda,CR-V,2019,Blue,Truck,14155,3.6L V6,Manual,40539,Used,110,Phoenix,True,8387,48
2568,2023-07-04,Customer 2568,555-451-1865,customer2568@email.com,Chevrolet,Traverse,2023,Silver,Coupe,34605,2.0L I4,Automatic,42349,Used,101,Chicago,True,6582,36
2569,2023-12-12,Customer 2569,555-902-5399,customer2569@email.com,Jeep,Grand Cherokee,2020,Gray,SUV,16124,3.6L V6,CVT,36067,Used,119,Los Angeles,True,628,72
2570,2023-03-25,Customer 2570,555-570-6825,customer2570@email.com,BMW,3 Series,2018,Black,SUV,12667,3.5L V6,Manual,17710,Used,112,Philadelphia,True,751,72
2571,2024-01-06,Customer 2571,555-420-9775,customer2571@email.com,BMW,5 Series,2020,White,Truck,6692,3.5L V6,CVT,27844,New,116,Philadelphia,False,0,0
2572,2023-04-29,Customer 2572,555-413-1058,customer2572@email.com,Honda,Civic,2019,Gray,SUV,59840,2.0L I4,Automatic,35391,New,109,Chicago,True,8490,60
2573,2024-01-10,Customer 2573,555-362-3654,customer2573@email.com,Mercedes,E-Class,2022,Gray,Coupe,11287,5.0L V8,CVT,57141,Used,102,Dallas,True,4015,48
2574,2023-09-16,Customer 2574,555-703-7060,customer2574@email.com,Nissan,Titan,2022,Black,Sedan,26262,3.5L V6,CVT,23749,Used,118,San Diego,True,5013,60
2575,2023-03-27,Customer 2575,555-789-3288,customer2575@email.com,Hyundai,Tucson,2021,Red,Truck,47251,3.5L V6,Automatic,44898,New,119,Dallas,False,0,0
2576,2024-01-15,Customer 2576,555-371-5135,customer2576@email.com,Toyota,Camry,2022,Black,Truck,30880,3.5L V6,CVT,30417,Used,118,San Jose,False,0,0
2577,2023-12-14,Customer 2577,555-423-7440,customer2577@email.com,Mercedes,C-Class,2018,Red,Coupe,42288,2.5L I4,CVT,25597,Used,103,Dallas,False,0,0
2578,2024-01-21,Customer 2578,555-101-9148,customer2578@email.com,Toyota,Camry,2018,Green,Coupe,50759,5.0L V8,CVT,19682,New,119,Los Angeles,False,0,0
2579,2023-02-16,Customer 2579,555-681-6762,customer2579@email.com,Ford,Escape,2024,Green,Sedan,37767,2.5L I4,CVT,54878,New,117,Phoenix,True,7332,72
2580,2023-05-26,Customer 2580,555-856-1870,customer2580@email.com,Ford,Escape,2018,Gray,Truck,57993,2.0L I4,Automatic,40922,New,103,Los Angeles,False,0,0
2581,2023-10-09,Customer 2581,555-327-1897,customer2581@email.com,Ford,Escape,2022,Green,SUV,46674,3.6L V6,CVT,21034,Used,104,Los Angeles,True,541,36
2582,2024-01-30,Customer 2582,555-212-3197,customer2582@email.com,BMW,5 Series,2023,Black,Sedan,51502,2.0L I4,Manual,21295,New,103,San Diego,True,1900,60
2583,2024-01-29,Customer 2583,555-255-1702,customer2583@email.com,Audi,Q5,2019,Gray,Coupe,30750,3.5L V6,CVT,31884,New,108,Phoenix,True,1947,48
2584,2023-12-31,Customer 2584,555-789-2174,customer2584@email.com,Audi,A4,2018,Red,SUV,25121,2.5L I4,Manual,24458,Used,113,Chicago,False,0,0
2585,2023-03-04,Customer 2585,555-656-5088,customer2585@email.com,Honda,Accord,2024,Red,Coupe,55457,3.6L V6,Automatic,19838,New,102,Philadelphia,True,1263,0
2586,2023-07-21,Customer 2586,555-388-4187,customer2586@email.com,Honda,Civic,2024,Blue,Coupe,52563,3.5L V6,Automatic,34050,New,116,Phoenix,True,6164,0
2587,2023-04-05,Customer 2587,555-640-3948,customer2587@email.com,Mercedes,E-Class,2023,Gray,Sedan,40320,3.6L V6,CVT,33646,Used,120,San Jose,False,0,0
2588,2023-12-15,Customer 2588,555-506-1648,customer2588@email.com,BMW,X5,2021,White,SUV,14456,5.0L V8,CVT,15054,New,104,New York,False,0,0
2589,2023-08-03,Customer 2589,555-332-2254,customer2589@email.com,Jeep,Cherokee,2019,White,Sedan,55617,2.5L I4,Manual,35890,Used,114,Houston,True,7770,60
2590,2023-07-15,Customer 2590,555-476-8009,customer2590@email.com,Jeep,Wrangler,2018,White,SUV,21969,3.6L V6,Automatic,22101,Used,102,Houston,False,0,0
2591,2023-01-01,Customer 2591,555-341-8569,customer2591@email.com,Ford,F-150,2019,Silver,SUV,20914,3.5L V6,CVT,42266,Used,115,Houston,False,0,0
2592,2023-02-09,Customer 2592,555-182-3984,customer2592@email.com,Chevrolet,Equinox,2022,Green,SUV,24385,3.6L V6,Automatic,57336,Used,117,San Antonio,False,0,0
2593,2023-06-07,Customer 2593,555-714-1613,customer2593@email.com,Mercedes,S-Class,2018,Black,Sedan,52579,3.6L V6,Manual,49413,New,110,Philadelphia,True,1290,60
2594,2023-05-05,Customer 2594,555-336-7731,customer2594@email.com,Hyundai,Tucson,2019,Blue,Truck,53432,2.0L I4,CVT,33741,Used,104,San Jose,False,0,0
2595,2023-12-24,Customer 2595,555-515-5463,customer2595@email.com,Hyundai,Tucson,2018,White,Sedan,44344,3.6L V6,Automatic,23787,New,120,New York,False,0,0
2596,2023-04-10,Customer 2596,555-497-4943,customer2596@email.com,Chevrolet,Silverado,2023,Green,Coupe,51202,3.6L V6,Automatic,34590,Used,111,Chicago,False,0,0
2597,2023-07-16,Customer 2597,555-322-8354,customer2597@email.com,Nissan,Rogue,2023,Gray,Sedan,27223,3.5L V6,Automatic,22592,Used,107,Los Angeles,False,0,0
2598,2024-01-16,Customer 2598,555-558-4006,customer2598@email.com,Ford,F-150,2020,Gray,Sedan,59982,3.5L V6,CVT,23996,Used,108,Dallas,True,766,36
2599,2023-12-19,Customer 2599,555-542-5081,customer2599@email.com,Chevrolet,Traverse,2023,Black,SUV,54867,5.0L V8,CVT,52305,Used,108,Phoenix,False,0,0
2600,2023-05-21,Customer 2600,555-612-4525,customer2600@email.com,Toyota,Camry,2020,Blue,Truck,16805,3.6L V6,Automatic,34939,New,102,Philadelphia,False,0,0
2601,2023-08-15,Customer 2601,555-709-4172,customer2601@email.com,Mercedes,C-Class,2023,White,Truck,6329,3.6L V6,Manual,21320,Used,119,Phoenix,False,0,0
2602,2023-08-02,Customer 2602,555-580-9834,customer2602@email.com,Hyundai,Tucson,2022,Gray,Truck,54782,3.6L V6,Automatic,37543,Used,116,Los Angeles,False,0,0
2603,2023-12-04,Customer 2603,555-552-2566,customer2603@email.com,Ford,Escape,2021,Red,SUV,29968,2.0L I4,CVT,21807,New,120,San Antonio,False,0,0
2604,2023-09-10,Customer 2604,555-384-6878,customer2604@email.com,Nissan,Rogue,2021,White,Coupe,43917,2.0L I4,Automatic,59886,Used,118,Philadelphia,False,0,0
2605,2023-02-22,Customer 2605,555-804-8660,customer2605@email.com,Audi,Q5,2024,Gray,SUV,14960,3.5L V6,Automatic,55906,Used,102,San Antonio,False,0,0
2606,2023-12-18,Customer 2606,555-445-2441,customer2606@email.com,Jeep,Cherokee,2018,Red,Sedan,24573,2.5L I4,CVT,40733,New,105,New York,False,0,0
2607,2023-02-27,Customer 2607,555-629-8291,customer2607@email.com,Chevrolet,Traverse,2024,Green,Coupe,48496,2.5L I4,CVT,18759,New,109,Philadelphia,False,0,0
2608,2023-11-11,Customer 2608,555-313-5033,customer2608@email.com,Toyota,RAV4,2024,Red,SUV,13402,2.5L I4,Manual,16228,New,119,Phoenix,False,0,0
2609,2023-05-30,Customer 2609,555-359-3920,customer2609@email.com,BMW,3 Series,2020,Black,Coupe,19456,5.0L V8,Automatic,19996,Used,107,Phoenix,False,0,0
2610,2023-02-15,Customer 2610,555-104-1527,customer2610@email.com,Jeep,Grand Cherokee,2019,Green,SUV,37626,2.5L I4,Automatic,49902,Used,108,Dallas,True,2178,60
2611,2023-08-27,Customer 2611,555-340-6562,customer2611@email.com,Toyota,Tacoma,2018,Black,Truck,7107,3.6L V6,Manual,41266,New,107,Phoenix,False,0,0
2612,2023-11-15,Customer 2612,555-689-2565,customer2612@email.com,Audi,A4,2020,Silver,SUV,6056,3.5L V6,Automatic,47670,Used,118,Los Angeles,False,0,0
2613,2023-11-07,Customer 2613,555-908-8221,customer2613@email.com,Nissan,Rogue,2018,White,Truck,58240,2.5L I4,Manual,36424,New,105,San Antonio,False,0,0
2614,2024-01-07,Customer 2614,555-282-5965,customer2614@email.com,Chevrolet,Traverse,2021,Black,Coupe,53710,3.5L V6,Automatic,46150,New,117,San Antonio,False,0,0
2615,2023-08-04,Customer 2615,555-742-9508,customer2615@email.com,Ford,Escape,2019,Blue,Truck,45061,5.0L V8,Manual,16998,Used,112,Houston,True,915,72
2616,2023-08-19,Customer 2616,555-991-4754,customer2616@email.com,Mercedes,E-Class,2023,Silver,Coupe,7252,5.0L V8,Automatic,42315,Used,103,Philadelphia,False,0,0
2617,2023-02-20,Customer 2617,555-225-5189,customer2617@email.com,Ford,Escape,2023,Red,SUV,22304,5.0L V8,Manual,50186,New,119,Chicago,True,9741,72
2618,2023-10-13,Customer 2618,555-857-7073,customer2618@email.com,Nissan,Titan,2021,Black,SUV,19451,2.0L I4,Automatic,33991,Used,115,Dallas,True,5252,48
2619,2023-11-10,Customer 2619,555-943-1203,customer2619@email.com,Honda,Accord,2021,Blue,Truck,11849,3.6L V6,Automatic,59719,New,120,Houston,False,0,0
2620,2023-04-25,Customer 2620,555-727-4782,customer2620@email.com,Chevrolet,Silverado,2018,Black,Coupe,50223,5.0L V8,CVT,39463,New,114,San Antonio,True,284,36
2621,2023-10-02,Customer 2621,555-907-1188,customer2621@email.com,Nissan,Rogue,2021,Silver,Truck,58123,3.6L V6,Automatic,51964,Used,107,Phoenix,False,0,0
2622,2023-03-28,Customer 2622,555-346-4138,customer2622@email.com,Hyundai,Elantra,2020,Gray,Sedan,14079,2.0L I4,Manual,59501,Used,110,Los Angeles,True,4536,72
2623,2023-08-04,Customer 2623,555-639-8667,customer2623@email.com,Honda,CR-V,2020,Gray,Sedan,17299,2.5L I4,Automatic,40255,Used,102,San Jose,True,5444,36
2624,2023-12-23,Customer 2624,555-563-8295,customer2624@email.com,Audi,A4,2018,Blue,Truck,34375,5.0L V8,CVT,55893,New,118,San Antonio,False,0,0
2625,2024-01-14,Customer 2625,555-434-3246,customer2625@email.com,Toyota,RAV4,2018,Black,Coupe,55102,2.5L I4,Manual,59006,Used,120,San Diego,False,0,0
2626,2023-12-15,Customer 2626,555-301-1306,customer2626@email.com,Nissan,Altima,2021,Red,SUV,59397,2.5L I4,Manual,56645,New,101,Chicago,False,0,0
2627,2023-06-14,Customer 2627,555-303-9023,customer2627@email.com,Honda,Accord,2018,Silver,Sedan,16207,2.5L I4,Automatic,55727,New,107,San Antonio,False,0,0
2628,2023-03-21,Customer 2628,555-418-9191,customer2628@email.com,Honda,Civic,2024,Blue,Sedan,7962,2.0L I4,CVT,27106,New,113,San Diego,True,4082,72
2629,2023-10-30,Customer 2629,555-503-4468,customer2629@email.com,Chevrolet,Equinox,2019,Red,SUV,29308,2.5L I4,Manual,15733,New,119,San Diego,True,822,36
2630,2023-09-30,Customer 2630,555-841-1373,customer2630@email.com,Chevrolet,Equinox,2019,Gray,SUV,19918,2.0L I4,CVT,21310,Used,108,San Jose,False,0,0
2631,2023-03-13,Customer 2631,555-372-8638,customer2631@email.com,Nissan,Altima,2023,White,Sedan,7085,2.0L I4,CVT,20154,Used,119,New York,True,706,60
2632,2023-09-04,Customer 2632,555-265-9496,customer2632@email.com,Jeep,Cherokee,2021,Blue,SUV,34399,2.5L I4,CVT,41787,New,103,Los Angeles,True,7250,48
2633,2023-09-12,Customer 2633,555-346-9508,customer2633@email.com,Ford,Mustang,2020,Black,Coupe,11217,5.0L V8,Automatic,40351,New,120,San Diego,True,7185,60
2634,2023-04-27,Customer 2634,555-174-8299,customer2634@email.com,Audi,A4,2018,Green,Truck,21324,2.5L I4,CVT,29863,New,113,New York,False,0,0
2635,2023-09-02,Customer 2635,555-639-3538,customer2635@email.com,Hyundai,Elantra,2024,Green,Truck,8929,3.6L V6,Manual,48916,Used,109,Dallas,False,0,0
2636,2023-02-22,Customer 2636,555-571-2315,customer2636@email.com,BMW,3 Series,2019,White,Truck,54560,5.0L V8,Automatic,59693,Used,115,San Diego,True,12526,72
2637,2023-12-11,Customer 2637,555-899-2264,customer2637@email.com,Chevrolet,Equinox,2019,Red,Sedan,34380,5.0L V8,Manual,15359,New,102,Philadelphia,False,0,0
2638,2024-01-05,Customer 2638,555-775-7132,customer2638@email.com,Jeep,Wrangler,2022,Gray,Truck,58636,2.0L I4,Automatic,37317,Used,101,San Jose,False,0,0
2639,2023-12-07,Customer 2639,555-933-3798,customer2639@email.com,Toyota,Tacoma,2020,Gray,Coupe,50389,3.5L V6,CVT,25568,New,103,Phoenix,False,0,0
2640,2023-06-17,Customer 2640,555-245-9435,customer2640@email.com,BMW,X5,2022,Silver,SUV,33179,3.6L V6,Manual,27101,Used,116,San Jose,False,0,0
2641,2023-02-01,Customer 2641,555-969-1923,customer2641@email.com,Chevrolet,Silverado,2019,Blue,Coupe,23562,2.0L I4,CVT,54754,Used,109,San Antonio,True,13365,72
2642,2023-05-04,Customer 2642,555-115-1974,customer2642@email.com,Mercedes,E-Class,2023,Black,Coupe,39978,3.5L V6,Automatic,29771,Used,104,Houston,True,5353,36
2643,2023-02-07,Customer 2643,555-870-1237,customer2643@email.com,Nissan,Rogue,2023,Silver,SUV,32804,5.0L V8,CVT,45578,Used,111,Houston,False,0,0
2644,2023-03-01,Customer 2644,555-337-2149,customer2644@email.com,Jeep,Wrangler,2020,Gray,SUV,25354,2.5L I4,CVT,41097,New,105,Houston,True,7541,36
2645,2023-03-27,Customer 2645,555-891-8830,customer2645@email.com,Hyundai,Tucson,2021,Green,Truck,5592,3.6L V6,Manual,15885,New,118,Phoenix,True,580,72
2646,2023-12-29,Customer 2646,555-159-1450,customer2646@email.com,Mercedes,S-Class,2020,Silver,SUV,50317,3.6L V6,Manual,52634,New,109,San Jose,True,9695,60
2647,2023-08-13,Customer 2647,555-933-5916,customer2647@email.com,Mercedes,E-Class,2020,Silver,Coupe,7135,3.5L V6,Manual,31131,New,101,Phoenix,True,1071,0
2648,2023-10-18,Customer 2648,555-677-6673,customer2648@email.com,Audi,A6,2019,Gray,Sedan,58794,5.0L V8,Manual,26461,Used,113,Phoenix,True,1114,36
2649,2023-05-27,Customer 2649,555-932-9277,customer2649@email.com,Mercedes,S-Class,2018,Gray,SUV,50801,2.0L I4,CVT,44487,New,113,Chicago,True,1011,48
2650,2023-10-29,Customer 2650,555-788-6772,customer2650@email.com,Jeep,Grand Cherokee,2022,Silver,Truck,17842,2.0L I4,Automatic,24856,New,104,Chicago,False,0,0
2651,2023-12-13,Customer 2651,555-738-2482,customer2651@email.com,Audi,Q5,2022,Black,Sedan,23466,3.5L V6,CVT,39729,New,102,Chicago,False,0,0
2652,2023-11-25,Customer 2652,555-963-1501,customer2652@email.com,BMW,X5,2020,Gray,Coupe,38164,3.5L V6,CVT,40364,Used,104,Los Angeles,False,0,0
2653,2023-03-14,Customer 2653,555-383-5106,customer2653@email.com,Toyota,Tacoma,2018,Gray,Coupe,7470,5.0L V8,CVT,48055,New,119,Dallas,False,0,0
2654,2023-10-28,Customer 2654,555-498-1482,customer2654@email.com,Audi,A4,2023,Gray,SUV,24085,3.6L V6,CVT,46123,New,114,San Jose,False,0,0
2655,2023-05-20,Customer 2655,555-574-6328,customer2655@email.com,BMW,5 Series,2019,Green,Coupe,13778,2.5L I4,Automatic,18875,New,119,Dallas,True,430,60
2656,2023-09-17,Customer 2656,555-775-6546,customer2656@email.com,Chevrolet,Traverse,2020,Blue,Coupe,58178,2.0L I4,Manual,47370,New,103,Houston,True,11468,60
2657,2023-12-09,Customer 2657,555-975-3609,customer2657@email.com,Hyundai,Elantra,2018,Blue,Coupe,21941,3.6L V6,Manual,19882,New,117,San Antonio,False,0,0
2658,2023-05-10,Customer 2658,555-867-5481,customer2658@email.com,Hyundai,Sonata,2023,Blue,Truck,58228,3.5L V6,Automatic,34586,New,114,Dallas,False,0,0
2659,2023-06-25,Customer 2659,555-118-3263,customer2659@email.com,Nissan,Titan,2023,Red,Truck,24741,3.5L V6,Automatic,30700,New,111,Dallas,False,0,0
2660,2023-02-25,Customer 2660,555-745-7712,customer2660@email.com,Audi,A4,2020,Black,Coupe,21598,5.0L V8,CVT,50614,New,106,San Antonio,False,0,0
2661,2023-09-13,Customer 2661,555-715-5628,customer2661@email.com,Hyundai,Tucson,2019,Black,Coupe,58837,2.5L I4,CVT,37294,New,118,New York,True,3543,72
2662,2023-12-27,Customer 2662,555-888-2441,customer2662@email.com,Nissan,Altima,2022,Red,Sedan,47247,3.5L V6,Automatic,51569,Used,115,San Diego,False,0,0
